State,value,Category,Scenario,Variable
AL_Autauga,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Freestone,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Leon,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Limestone,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Angelina,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Madison,Speciality Crop,RCP45,Set3
AL_Autauga,TX_San Augustine,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Trinity,Non Speciality Crop,RCP45,Set3
AL_Autauga,TX_Jasper,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Goliad,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Fort Bend,Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Wharton,Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Victoria,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Jackson,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Lavaca,Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Webb,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Bee,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_Duval,Non Speciality Crop,RCP45,Set3
AL_Baldwin,TX_San Patricio,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Washington,Speciality Crop,RCP45,Set3
AL_Barbour,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Madison,Speciality Crop,RCP45,Set3
AL_Barbour,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Trinity,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Burleson,Speciality Crop,RCP45,Set3
AL_Barbour,TX_Polk,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Hardin,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Blanco,Non Speciality Crop,RCP45,Set3
AL_Barbour,TX_Guadalupe,Speciality Crop,RCP45,Set3
AL_Bullock,TX_Washington,Speciality Crop,RCP45,Set3
AL_Bullock,TX_Madison,Speciality Crop,RCP45,Set3
AL_Bullock,TX_Brazos,Speciality Crop,RCP45,Set3
AL_Bullock,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Bullock,TX_Burleson,Speciality Crop,RCP45,Set3
AL_Bullock,TX_Blanco,Non Speciality Crop,RCP45,Set3
AL_Bullock,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Bullock,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Bullock,TX_Polk,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Freestone,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Blanco,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Leon,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Trinity,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_San Augustine,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Angelina,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Jasper,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_Limestone,Non Speciality Crop,RCP45,Set3
AL_Chilton,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Covington,TX_Washington,Speciality Crop,RCP45,Set3
AL_Covington,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Covington,TX_Colorado,Speciality Crop,RCP45,Set3
AL_Covington,TX_Guadalupe,Speciality Crop,RCP45,Set3
AL_Covington,TX_Gonzales,Speciality Crop,RCP45,Set3
AL_Covington,TX_Burleson,Speciality Crop,RCP45,Set3
AL_Covington,TX_Polk,Non Speciality Crop,RCP45,Set3
AL_Covington,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Covington,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Covington,TX_Caldwell,Speciality Crop,RCP45,Set3
AL_Cullman,TX_Morris,Non Speciality Crop,RCP45,Set3
AL_Cullman,TX_Hunt,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Colorado,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Lavaca,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Gonzales,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Wilson,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Guadalupe,Speciality Crop,RCP45,Set3
AL_Geneva,TX_Washington,Speciality Crop,RCP45,Set3
AL_Houston,TX_Lavaca,Speciality Crop,RCP45,Set3
AL_Houston,TX_Colorado,Speciality Crop,RCP45,Set3
AL_Houston,TX_Wilson,Speciality Crop,RCP45,Set3
AL_Houston,TX_Gonzales,Speciality Crop,RCP45,Set3
AL_Houston,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Houston,TX_Bexar,Speciality Crop,RCP45,Set3
AL_Houston,TX_Atascosa,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Lavaca,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Colorado,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Fort Bend,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Wharton,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Liberty,Non Speciality Crop,RCP45,Set3
AL_Mobile,TX_Goliad,Non Speciality Crop,RCP45,Set3
AL_Mobile,TX_Austin,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Harris,Non Speciality Crop,RCP45,Set3
AL_Mobile,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Mobile,TX_Gonzales,Speciality Crop,RCP45,Set3
AL_Pike,TX_Washington,Speciality Crop,RCP45,Set3
AL_Pike,TX_Guadalupe,Speciality Crop,RCP45,Set3
AL_Pike,TX_Fayette,Speciality Crop,RCP45,Set3
AL_Pike,TX_Hays,Non Speciality Crop,RCP45,Set3
AL_Pike,TX_San Jacinto,Non Speciality Crop,RCP45,Set3
AL_Pike,TX_Colorado,Speciality Crop,RCP45,Set3
AL_Pike,TX_Gonzales,Speciality Crop,RCP45,Set3
AL_Pike,TX_Caldwell,Speciality Crop,RCP45,Set3
AL_Pike,TX_Brazos,Speciality Crop,RCP45,Set3
AL_Pike,TX_Burleson,Speciality Crop,RCP45,Set3
AR_Bradley,TX_Hill,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_Ellis,Speciality Crop,RCP45,Set3
AR_Bradley,TX_Johnson,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_Bell,Speciality Crop,RCP45,Set3
AR_Bradley,TX_Freestone,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_Grimes,Non Speciality Crop,RCP45,Set3
AR_Bradley,TX_Brazos,Speciality Crop,RCP45,Set3
AR_Bradley,TX_Navarro,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Bell,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Milam,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Williamson,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Travis,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Falls,Non Speciality Crop,RCP45,Set3
AR_Chicot,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Chicot,TX_Grimes,Non Speciality Crop,RCP45,Set3
AR_Chicot,TX_Bastrop,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Guadalupe,Speciality Crop,RCP45,Set3
AR_Chicot,TX_Fayette,Speciality Crop,RCP45,Set3
AR_Conway,TX_Denton,Non Speciality Crop,RCP45,Set3
AR_Conway,TX_Collin,Speciality Crop,RCP45,Set3
AR_Conway,TX_Dallas,Non Speciality Crop,RCP45,Set3
AR_Conway,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Conway,TX_Kaufman,Non Speciality Crop,RCP45,Set3
AR_Conway,TX_Wise,Speciality Crop,RCP45,Set3
AR_Cross,TX_Dallas,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Denton,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Rockwall,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Kaufman,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Ellis,Speciality Crop,RCP45,Set3
AR_Cross,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Cross,TX_Collin,Speciality Crop,RCP45,Set3
AR_Cross,MS_Washington,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Dallas,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Kaufman,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Williamson,Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Travis,Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Ellis,Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Bell,Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Falls,Non Speciality Crop,RCP45,Set3
AR_Jefferson,TX_Hays,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_Johnson,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_Hill,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_Madison,Speciality Crop,RCP45,Set3
AR_Little River,TX_Freestone,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_San Augustine,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_Robertson,Speciality Crop,RCP45,Set3
AR_Little River,TX_Grimes,Non Speciality Crop,RCP45,Set3
AR_Little River,TX_Brazos,Speciality Crop,RCP45,Set3
AR_Little River,TX_Navarro,Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Dallas,Non Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Ellis,Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Kaufman,Non Speciality Crop,RCP45,Set3
AR_Lonoke,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Bell,Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Rockwall,Non Speciality Crop,RCP45,Set3
AR_Lonoke,TX_Williamson,Speciality Crop,RCP45,Set3
AR_Lonoke,MS_Washington,Non Speciality Crop,RCP45,Set3
AR_Lonoke,MS_Humphreys,Non Speciality Crop,RCP45,Set3
AR_Miller,TX_Brazos,Speciality Crop,RCP45,Set3
AR_Miller,TX_Grimes,Non Speciality Crop,RCP45,Set3
AR_Miller,TX_Robertson,Speciality Crop,RCP45,Set3
AR_Miller,TX_Hays,Non Speciality Crop,RCP45,Set3
AR_Miller,TX_Burleson,Speciality Crop,RCP45,Set3
AR_Miller,TX_Bastrop,Speciality Crop,RCP45,Set3
AR_Miller,TX_Guadalupe,Speciality Crop,RCP45,Set3
AR_Miller,TX_Fayette,Speciality Crop,RCP45,Set3
AR_Miller,TX_Gonzales,Speciality Crop,RCP45,Set3
AR_Miller,TX_Bell,Speciality Crop,RCP45,Set3
AR_Phillips,TX_Dallas,Non Speciality Crop,RCP45,Set3
AR_Phillips,TX_Kaufman,Non Speciality Crop,RCP45,Set3
AR_Phillips,TX_Tarrant,Non Speciality Crop,RCP45,Set3
AR_Phillips,TX_Ellis,Speciality Crop,RCP45,Set3
AR_Phillips,TX_Bell,Speciality Crop,RCP45,Set3
AR_Phillips,TX_Williamson,Speciality Crop,RCP45,Set3
AR_Phillips,TX_Milam,Speciality Crop,RCP45,Set3
AR_Phillips,TX_Rockwall,Non Speciality Crop,RCP45,Set3
AR_Phillips,TX_McLennan,Non Speciality Crop,RCP45,Set3
AR_Phillips,TX_Falls,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Loving,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Reeves,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Crane,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Val Verde,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Irion,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Reagan,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Midland,Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Culberson,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_Concho,Non Speciality Crop,RCP45,Set3
AZ_Cochise,TX_El Paso,Speciality Crop,RCP45,Set3
AZ_Graham,TX_Midland,Speciality Crop,RCP45,Set3
AZ_Graham,TX_Reagan,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Loving,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Irion,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Reeves,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Crane,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Glasscock,Speciality Crop,RCP45,Set3
AZ_Graham,TX_Terrell,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_Andrews,Non Speciality Crop,RCP45,Set3
AZ_Graham,TX_El Paso,Speciality Crop,RCP45,Set3
AZ_Pinal,AZ_La Paz,Non Speciality Crop,RCP45,Set3
AZ_Yuma,AZ_Yuma,Speciality Crop,RCP45,Set3
AZ_Yuma,CA_Imperial,Speciality Crop,RCP45,Set3
AZ_Yuma,AZ_La Paz,Non Speciality Crop,RCP45,Set3
CA_Alameda,CA_Ventura,Speciality Crop,RCP45,Set3
CA_Alameda,CA_San Diego,Speciality Crop,RCP45,Set3
CA_Alameda,CA_Contra Costa,Speciality Crop,RCP45,Set3
CA_Alameda,CA_Alameda,Speciality Crop,RCP45,Set3
CA_Alameda,CA_Los Angeles,Speciality Crop,RCP45,Set3
CA_Alameda,CA_Santa Clara,Speciality Crop,RCP45,Set3
CA_Alameda,CA_Solano,Speciality Crop,RCP45,Set3
CA_Amador,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Amador,CA_Kern,Speciality Crop,RCP45,Set3
CA_Amador,CA_Kings,Speciality Crop,RCP45,Set3
CA_Amador,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Amador,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Amador,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Amador,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Amador,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Butte,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Butte,CA_Kern,Speciality Crop,RCP45,Set3
CA_Butte,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Butte,CA_Kings,Speciality Crop,RCP45,Set3
CA_Butte,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Butte,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Butte,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Butte,CA_Tehama,Speciality Crop,RCP45,Set3
CA_Butte,CA_Butte,Speciality Crop,RCP45,Set3
CA_Butte,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Kern,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Kings,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Tehama,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Butte,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Calaveras,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Kings,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Kern,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Madera,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Colusa,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Colusa,CA_Sutter,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Stanislaus,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Merced,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_San Joaquin,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Solano,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Sacramento,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_San Diego,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Los Angeles,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Sutter,Speciality Crop,RCP45,Set3
CA_Contra Costa,CA_Madera,Speciality Crop,RCP45,Set3
CA_El Dorado,CA_Shasta,Speciality Crop,RCP45,Set3
CA_El Dorado,CA_Nevada,Speciality Crop,RCP45,Set3
CA_El Dorado,CA_Calaveras,Speciality Crop,RCP45,Set3
CA_El Dorado,CA_Placer,Speciality Crop,RCP45,Set3
CA_El Dorado,CA_Lake,Non Speciality Crop,RCP45,Set3
CA_El Dorado,UT_Washington,Non Speciality Crop,RCP45,Set3
CA_El Dorado,KS_Chautauqua,Non Speciality Crop,RCP45,Set3
CA_El Dorado,KS_Montgomery,Non Speciality Crop,RCP45,Set3
CA_El Dorado,KS_Crawford,Non Speciality Crop,RCP45,Set3
CA_El Dorado,KS_Leavenworth,Non Speciality Crop,RCP45,Set3
CA_Fresno,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Fresno,CA_Kern,Speciality Crop,RCP45,Set3
CA_Fresno,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Fresno,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Fresno,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Fresno,CA_Kings,Speciality Crop,RCP45,Set3
CA_Fresno,AZ_Pima,Non Speciality Crop,RCP45,Set3
CA_Fresno,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Glenn,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Glenn,CA_Kern,Speciality Crop,RCP45,Set3
CA_Glenn,CA_Kings,Speciality Crop,RCP45,Set3
CA_Glenn,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Glenn,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Glenn,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Glenn,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Glenn,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Kern,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Kern,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Kern,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Kern,AZ_Pima,Non Speciality Crop,RCP45,Set3
CA_Kern,CA_Kern,Speciality Crop,RCP45,Set3
CA_Kern,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Kern,AZ_Pinal,Speciality Crop,RCP45,Set3
CA_Kings,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Kings,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Kings,CA_Kern,Speciality Crop,RCP45,Set3
CA_Kings,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Kings,AZ_Pima,Non Speciality Crop,RCP45,Set3
CA_Kings,CA_Kings,Speciality Crop,RCP45,Set3
CA_Kings,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Kern,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Kings,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Stanislaus,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Butte,Speciality Crop,RCP45,Set3
CA_Los Angeles,CA_Yolo,Speciality Crop,RCP45,Set3
CA_Madera,CA_Kern,Speciality Crop,RCP45,Set3
CA_Madera,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Madera,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Madera,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Madera,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Madera,CA_Kings,Speciality Crop,RCP45,Set3
CA_Madera,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Marin,CA_Santa Barbara,Speciality Crop,RCP45,Set3
CA_Marin,CA_Alameda,Speciality Crop,RCP45,Set3
CA_Marin,CA_Marin,Speciality Crop,RCP45,Set3
CA_Marin,CA_Orange,Speciality Crop,RCP45,Set3
CA_Marin,CA_Ventura,Speciality Crop,RCP45,Set3
CA_Marin,CA_Sonoma,Speciality Crop,RCP45,Set3
CA_Marin,CA_Santa Clara,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_San Luis Obispo,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Lake,Non Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Nevada,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Napa,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Solano,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Calaveras,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Mendocino,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Sacramento,Speciality Crop,RCP45,Set3
CA_Mendocino,CA_Colusa,Speciality Crop,RCP45,Set3
CA_Merced,CA_Kern,Speciality Crop,RCP45,Set3
CA_Merced,CA_Kings,Speciality Crop,RCP45,Set3
CA_Merced,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Merced,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Merced,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Merced,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Merced,NV_Clark,Non Speciality Crop,RCP45,Set3
CA_Merced,CA_Madera,Speciality Crop,RCP45,Set3
CA_Modoc,UT_Utah,Speciality Crop,RCP45,Set3
CA_Modoc,UT_Weber,Speciality Crop,RCP45,Set3
CA_Modoc,UT_Tooele,Non Speciality Crop,RCP45,Set3
CA_Modoc,UT_Juab,Non Speciality Crop,RCP45,Set3
CA_Modoc,CO_Mesa,Speciality Crop,RCP45,Set3
CA_Modoc,UT_Salt Lake,Non Speciality Crop,RCP45,Set3
CA_Modoc,ID_Ada,Speciality Crop,RCP45,Set3
CA_Modoc,NV_Pershing,Non Speciality Crop,RCP45,Set3
CA_Modoc,ID_Gem,Non Speciality Crop,RCP45,Set3
CA_Modoc,NV_Humboldt,Non Speciality Crop,RCP45,Set3
CA_Monterey,CA_San Benito,Speciality Crop,RCP45,Set3
CA_Monterey,CA_Ventura,Speciality Crop,RCP45,Set3
CA_Monterey,CA_Alameda,Speciality Crop,RCP45,Set3
CA_Monterey,CA_San Diego,Speciality Crop,RCP45,Set3
CA_Monterey,CA_Santa Clara,Speciality Crop,RCP45,Set3
CA_Monterey,CA_Contra Costa,Speciality Crop,RCP45,Set3
CA_Monterey,CA_Monterey,Speciality Crop,RCP45,Set3
CA_Napa,CA_Yolo,Speciality Crop,RCP45,Set3
CA_Napa,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Napa,CA_Stanislaus,Speciality Crop,RCP45,Set3
CA_Napa,CA_Solano,Speciality Crop,RCP45,Set3
CA_Napa,CA_Sutter,Speciality Crop,RCP45,Set3
CA_Napa,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Napa,CA_Sacramento,Speciality Crop,RCP45,Set3
CA_Napa,CA_Merced,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Butte,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Tehama,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Kern,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Yolo,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Kings,Speciality Crop,RCP45,Set3
CA_Nevada,CA_Amador,Speciality Crop,RCP45,Set3
CA_Orange,CA_Orange,Speciality Crop,RCP45,Set3
CA_Placer,CA_Kern,Speciality Crop,RCP45,Set3
CA_Placer,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Placer,CA_Kings,Speciality Crop,RCP45,Set3
CA_Placer,CA_Glenn,Speciality Crop,RCP45,Set3
CA_Placer,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Placer,CA_San Bernardino,Speciality Crop,RCP45,Set3
CA_Placer,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Placer,CA_Yuba,Speciality Crop,RCP45,Set3
CA_Placer,CA_Sutter,Speciality Crop,RCP45,Set3
CA_Placer,TX_Irion,Non Speciality Crop,RCP45,Set3
CA_Riverside,AZ_Pima,Non Speciality Crop,RCP45,Set3
CA_Riverside,TX_Zavala,Speciality Crop,RCP45,Set3
CA_Riverside,TX_Kinney,Non Speciality Crop,RCP45,Set3
CA_Riverside,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Riverside,AZ_Pinal,Speciality Crop,RCP45,Set3
CA_Riverside,TX_Maverick,Speciality Crop,RCP45,Set3
CA_Riverside,TX_Uvalde,Speciality Crop,RCP45,Set3
CA_Riverside,TX_La Salle,Non Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Tulare,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Fresno,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Riverside,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Kern,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Kings,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Merced,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Yolo,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Sutter,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Madera,Speciality Crop,RCP45,Set3
CA_Sacramento,CA_Stanislaus,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Sacramento,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Solano,Speciality Crop,RCP45,Set3
CA_San Benito,CA_San Joaquin,Speciality Crop,RCP45,Set3
CA_San Benito,CA_San Diego,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Sutter,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Contra Costa,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Ventura,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Stanislaus,Speciality Crop,RCP45,Set3
CA_San Benito,CA_Placer,Speciality Crop,RCP45,Set3
CA_San Bernardino,AZ_Pima,Non Speciality Crop,RCP45,Set3
CA_San Bernardino,AZ_Pinal,Speciality Crop,RCP45,Set3
CA_San Bernardino,AZ_Maricopa,Speciality Crop,RCP45,Set3
CA_San Bernardino,AZ_La Paz,Non Speciality Crop,RCP45,Set3
CA_San Bernardino,AZ_Yuma,Speciality Crop,RCP45,Set3
